air_date	show_number	category	value	question	answer
2023-10-04	0	BLUNT BIOS OF BRAND MASCOTS	200	A bird, once plagued by anger management issues, who never stops quacking about insurance	the AFLAC duck
2023-10-04	0	BLUNT BIOS OF BRAND MASCOTS	300	A giant beverage pitcher with legs who often causes property damage	the Kool-Aid Man
2023-10-04	0	BLUNT BIOS OF BRAND MASCOTS	400	A mustachioed cartoon man, currently lacking a mouth to eat the potato crisps he sells	(the) Pringles (guy) (Julius Pringle)
2023-10-04	0	BLUNT BIOS OF BRAND MASCOTS	500	A puffy French creature made of tires who bears an unsettling resemblance to a mummy	the Michelin Man
2023-10-04	0	"A BUNDLE OF ""FUN"""	100	Seen here, this fried fairground favorite is named after the device used to drizzle batter into hot oil	the funnel cake
2023-10-04	0	"A BUNDLE OF ""FUN"""	200	After splitting with Paul Simon in the early seventies, he briefly left music and taught math	Art Garfunkel
2023-10-04	0	"A BUNDLE OF ""FUN"""	300	"Impatient tax filers expecting some extra cash can use a tool on irs.gov called ""Where's my"" this"	refund
2023-10-04	0	"A BUNDLE OF ""FUN"""	400	"It's what the ""F"" stands for in the digital asset abbreviated NFT"	fungible
2023-10-04	0	"A BUNDLE OF ""FUN"""	500	The world's highest tides, reaching over 50 ft., are found in this bay between Nova Scotia & New Brunswick	the Bay of Fundy
2023-10-04	0	RISING UP	200	In 2023, people took to the streets in France after a proposal to raise this from 62 to 64	the retirement age
2023-10-04	0	RISING UP	400	Mahsa Amini's death inspired protests against headscarves and the government in this Middle Eastern country	Iran
2023-10-04	0	RISING UP	1000	One of activist Greta Thunberg's fans is this former governor who owned the first electric Hummer H-1	Arnold Schwarzenegger
2023-10-04	0	RISING UP	800	Some people may have underestimated this president here before he led his country in resisting an invasion	Zelenskyy
2023-10-04	0	RISING UP	1000	Washington, D.C. mayor Muriel Bowser unveiled a 2-block plaza on 16th Street NW named for this social justice group	Black Lives Matter
2023-10-04	0	BIG-SCREEN BALLADS	200	"When she performed ""Crazy For You"" in the high school wrestling film ""Vision Quest"" this pop star was virtually unknown"	Madonna
2023-10-04	0	BIG-SCREEN BALLADS	400	"Richard Gere sweeps Debra Winger off her feet to the tune of ""Up Where We Belong"" in the final scene of this '80s tearjerker"	An Officer and a Gentleman
2023-10-04	0	BIG-SCREEN BALLADS	600	"In ""Mad Max Beyond Thunderdome"" she rocked a chainmail dress & she sang the film's power ballad ""We Don't Beed Another Hero"""	Tina Turner
2023-10-04	0	BIG-SCREEN BALLADS	800	"A rare pop song that features an oboe solo, this cryptic ballad by Seal became a smash hit after appearing in ""Batman Forever"""	"""Kiss From A Rose"""
2023-10-04	0	BIG-SCREEN BALLADS	1000	"At a Hollywood Bowl concert in 2012, Peter Gabriel played this song from ""Say Anything"" after John Cusack took the stage with a boombox"	"""In Your Eyes"""
2023-10-04	0	EUROPEAN COUNTRY NICKNAMES	200	"""The Boot""(It has more World Heritage sites than any other country)"	Italy
2023-10-04	0	EUROPEAN COUNTRY NICKNAMES	400	"""The Land of Count Dracula""(You've never been to Transylvania in October?  You gotta go!)"	Romania
2023-10-04	0	EUROPEAN COUNTRY NICKNAMES	600	"""The Land of Fire & Ice""(Do its citizens really believe in elves?  I guess we'll never gnome)"	Iceland
2023-10-04	0	EUROPEAN COUNTRY NICKNAMES	800	"""The Land of Poets & Thinkers""(Hey Einstein, it's pronounced ""GUR-tuh"" , not ""GO-thee"")"	Germany
2023-10-04	0	EUROPEAN COUNTRY NICKNAMES	1000	"""The Playground of Europe""(St. Moritz is so over.  All the best parties are in Gstaad)"	Switzerland
2023-10-04	0	COMPUTING MILESTONES	200	"In 2005, a 19-second clip titled ""Me at the zoo"" was the first video ever uploaded to this website"	YouTube
2023-10-04	0	COMPUTING MILESTONES	400	"In 1984, this company introduced the ""Fat Mac"", a Macintosh computer with a whopping 512 KB of RAM"	Apple
2023-10-04	0	COMPUTING MILESTONES	800	In 1997, an IBM computer named Deep Blue beat grandmaster Garry Kasparov at this game	chess
2023-10-04	0	COMPUTING MILESTONES	800	In 2012, this Google creation passed Microsoft's Internet Explorer to become the world's most used web browser	Google Chrome
2023-10-04	0	COMPUTING MILESTONES	1000	One of the first search engines shared its name with this comic book character, inspiring successors named Veronica & Jughead	Archie
2023-10-04	0	NAME GAME	200	"First name + R&B singer who married Whitney Houston = this ""Stranger Things"" actress"	Millie Bobby Brown
2023-10-04	0	NAME GAME	400	"Rock drummer who married Pamela Anderson + last name = this ""Men in Black"" actor"	Tommy Lee Jones
2023-10-04	0	NAME GAME	600	Theologian born in Saxony in 1483 + last name = this theologian born in Atlanta, GA in 1929	Martin Luther King
2023-10-04	0	NAME GAME	800	"First name + longtime CNN anchor = this ""Pygmalion"" playwright"	George Bernard Shaw
2023-10-04	0	NAME GAME	1000	"16th century queen of Scotland + last name = this actress who plays Joon in 1993's ""Benny & Joon"""	Mary Stuart Masterson
2023-10-04	0	WHAT A LOAD OF B.S.	200	Eat my shorts, Jay Gatsby!  He was the only fictional character on Time's list of the most influential people of the 20th century	Bart Simpson
2023-10-04	0	WHAT A LOAD OF B.S.	400	Sticky Fingers and Bone Suckin' are two brands that make this type of condiment	barbecue sauce
2023-10-04	0	WHAT A LOAD OF B.S.	600	"No more ""European Pink"" for Misty Copeland; in 2017, Gaynor Minden began making this footwear with darker skin tones"	ballet shoes (or ballet slippers)
2023-10-04	0	WHAT A LOAD OF B.S.	800	"""I gets high off your love / I don't know how to behave""; it's the title track on D'Angelo's 1995 album"	"""Brown Sugar"""
2023-10-04	0	WHAT A LOAD OF B.S.	1000	This slow-moving creature is common in the Pacific Northwest; its name is apt considering its yellow color	a banana slug
2023-10-04	0	WORLD LANDMARKS	0	Also famously cracked like the Liberty Bell, this 14-ton landmark still sounds its distinctive bong every hour	Big Ben
2023-09-27	0	ANTS	100	"Ants inhabit every continent except this one (whose first syllable, ironically, is ""ant"")"	Antarctica
2023-09-27	0	ANTS	200	Considered a delicacy by the Aztecs, escamoles, or ant larvae, is a dish that originated in this country	Mexico
2023-09-27	0	ANTS	300	If you can't make it to the Houston Zoo, check out these types of ants on the zoo's live webcam	leaf cutter ants
2023-09-27	0	ANTS	400	Offering a 60th ant-iversary version in 2016, Uncle Milton has sold tens of millions of these instructive toys since 1956	ant farms
2023-09-27	0	ANTS	500	"Ants crawl on a seemingly infinite loop in this Dutch artist's 1963 work ""Möbius Strip II"""	M.C. Escher
2023-09-27	0	BIG-SCREEN BASKETBALL	100	"This former ""Cheers"" bartender is the white man who jumps in ""White Men Can't Jump"""	Woody Harrelson
2023-09-27	0	BIG-SCREEN BASKETBALL	200	1997.Five words: state championship clinched by dog	Air Bud
2023-09-27	0	BIG-SCREEN BASKETBALL	300	"The title of 2020 documentary ""The Last Dance"" comes from words emblazoned on the front of this team's 1997-98 playbook"	the Chicago Bulls
2023-09-27	0	BIG-SCREEN BASKETBALL	400	Is there anything Denzel Washington can't do?! Turns out he's even good at basketball, as seen in this 1998 joint	He Got Game
2023-09-27	0	BIG-SCREEN BASKETBALL	500	"Roger Ebert called this 1994 doc the best film of the 1990s, & ""one of the great moviegoing experiences of my lifetime"""	Hoop Dreams
2023-09-27	0	HEY! THAT'S NOT AN ELEMENT!	100	Einsteinium,curium,snookium	snookium
2023-09-27	0	HEY! THAT'S NOT AN ELEMENT!	200	Zinc,zirconium,zambonium	zambonium
2023-09-27	0	HEY! THAT'S NOT AN ELEMENT!	300	Californium,floridium,tennessine	floridium
2023-09-27	0	HEY! THAT'S NOT AN ELEMENT!	400	Gold,silver,bronze	bronze
2023-09-27	0	HEY! THAT'S NOT AN ELEMENT!	500	Germanium,italium,francium	italium
2023-09-27	0	OUI, OUI, HISTORY	100	"A children's book tells of how this emperor met his ""Bunnyloo"" in 1807 when he was forced to flee an attacking pack of rabbits"	Napoleon
2023-09-27	0	OUI, OUI, HISTORY	200	Constructed for the 1889 World's Fair, this iconic structure was originally scheduled to be torn down by 1910	the Eiffel Tower
2023-09-27	0	OUI, OUI, HISTORY	300	"Known for her lavish spending sprees, this wife of Louis XVI must've lost her head after being nicknamed ""Madame Deficit"""	Marie Antoinette
2023-09-27	0	OUI, OUI, HISTORY	1000	After being given the key to this prison overthrown in 1789, the Marquis de Lafayette re-gifted it to his pal George Washington	the Bastille
2023-09-27	0	OUI, OUI, HISTORY	500	The peace treaty that ended World War I was signed here, in this stately residence's Hall of Mirrors	Versailles
2023-09-27	0	CHICKEN FIVE WAYS	100	You can get royally full on this dish that calls for cubed chicken, mushrooms, a sherry cream sauce and a few slices of toast	chicken à la king
2023-09-27	0	CHICKEN FIVE WAYS	200	Said to have been invented in Glasgow in the 1970s, this spiced Indian curry is often called a national dish of Britain	chicken tikka masala
2023-09-27	0	CHICKEN FIVE WAYS	300	A debate that continues to tear the country apart: should chicken wings come with a side of blue cheese or this dressing	ranch
2023-09-27	0	CHICKEN FIVE WAYS	400	For a flavorful chicken Marsala, chefs recommend using real Marsala, a fortified wine made on this Italian island	Sicily
2023-09-27	0	CHICKEN FIVE WAYS	500	In Japan, these succulent chicken skewers are grilled over a smokeless type of charcoal called binchotan	yakitori
2023-09-27	0	ALSO AN ANIMAL SOUND	100	The very first of these microblogging posts was sent by company cofounder Jack Dorsey on March 21, 2006	a tweet
2023-09-27	0	ALSO AN ANIMAL SOUND	200	To make natural rubber, start by collecting latex by cutting slits in this layer of the rubber tree	the bark
2023-09-27	0	ALSO AN ANIMAL SOUND	300	A Dutch term for a seller of ineffective medicines led to this word for an incompetent physician	a quack
2023-09-27	0	ALSO AN ANIMAL SOUND	400	This word follows Chesapeake, Hudson and Guantanamo in the names of bodies of water	bay
2023-09-27	0	ALSO AN ANIMAL SOUND	500	"Players of this instrument ""are just belligerent, and cocky, and you know just hard-headed"" according to Wynton Marsalis"	the trumpet
2023-09-27	0	RANDOM U.S. STATE FACTS	200	The state with the most counties east of the Mississippi is this one, also the biggest U.S. peanut producer	Georgia
2023-09-27	0	RANDOM U.S. STATE FACTS	400	California closes down state offices on March 31, the day honoring this labor leader	Cesar Chavez
2023-09-27	0	RANDOM U.S. STATE FACTS	600	Yeehaw! Paniolos are Hawaii's equivalent of these workers, also the name of a Texas pro sport team	cowboys
2023-09-27	0	RANDOM U.S. STATE FACTS	800	Massachusetts and Virginia are two of four states that have this word in their official names	Commonwealth
2023-09-27	0	RANDOM U.S. STATE FACTS	1000	One of this state's claims to fame is being first with a moving assembly line for manufacturing an entire car	Michigan
2023-09-27	0	POST-APOCALYPTIC POP CULTURE	200	Will Smith was so smitten with his canine co-star in this 2007 film that he wanted to adopt her	I Am Legend
2023-09-27	0	POST-APOCALYPTIC POP CULTURE	400	In his first-ever TV interview, Cormac McCarthy sat down with Oprah Winfrey after she selected this bleak novel for her book club	The Road
2023-09-27	0	POST-APOCALYPTIC POP CULTURE	600	"Over 11 total seasons of ""The Walking Dead"", this ""Z"" word was surprisingly never used by a character"	zombie
2023-09-27	0	POST-APOCALYPTIC POP CULTURE	800	Moviegoers were snack-shamed for chewing popcorn too loudly during this mostly silent film directed by John Krasinski	A Quiet Place
2023-09-27	0	POST-APOCALYPTIC POP CULTURE	1000	"Kevin Costner starred in two post-apocalyptic films in the 1990s: ""Waterworld"" and this misfire about a nameless drifter"	The Postman
2023-09-27	0	OUT OF BREATH	200	In a typical human body, this organ beats about 100,000 times per day	heart
2023-09-27	0	OUT OF BREATH	400	It's the only planet in our solar system whose name is not derived from Greek or Roman mythology	Earth
2023-09-27	0	OUT OF BREATH	600	"According to a 2006 song, when they tried to make Amy Winehouse go here, she said ""no, no, no"""	"""Rehab"""
2023-09-27	0	OUT OF BREATH	800	During World War I, Germany deployed a massive, fort-demolishing howitzer nicknamed Big this	Bertha
2023-09-27	0	OUT OF BREATH	2500	As Taylor Swift knows all too well, this type of person has an intense dislike of something	hater
2023-09-27	0	BOOK DEDICATIONS	200	"Morbidly true to form, Lemony Snicket dedicates the first book in this Y.A. series ""to Beatrice -- darling, dearest, dead"""	A Series of Unfortunate Events
2023-09-27	0	BOOK DEDICATIONS	400	"Can we talk? This comic legend dedicated her 2014 autobiography to Kanye West, ""because he'll never ...... read it"""	Joan Rivers
2023-09-27	0	BOOK DEDICATIONS	2000	"This author of ""The Fountainhead"" dedicated 1957's ""Atlas Shrugged"" to 2 different men: her husband and her lover"	Ayn Rand
2023-09-27	0	BOOK DEDICATIONS	800	"She dedicated 1946's ""The Hollow"" to ""Larry & Danae, with apologies for using their swimming pool as the scene of a murder"""	Agatha Christie
2023-09-27	0	BOOK DEDICATIONS	1000	"Toni Morrison dedicated this masterpiece to ""sixty million and more""--the number of African victims claimed by slavery"	Beloved
2023-09-27	0	MEDITATION	200	"Consistent meditation practice has been shown to shrink the amygdala, known as the ""fight or flight"" center of this organ"	the brain
2023-09-27	0	MEDITATION	400	"""The Atlantic"" described this 4-letter meditation app as ""one of the most popular apps in existence, full stop"""	Calm
2023-09-27	0	MEDITATION	600	"""Om"" is a familiar example of one of these, a word or phrase repeated over & over as the focal point for a meditation"	a mantra
2023-09-27	0	MEDITATION	800	"Time magazine once called this meditation guru ""the poet prophet of alternative medicine"""	Deepak Chopra
2023-09-27	0	MEDITATION	1000	"A state of attention often cited as the goal of meditation practice; it's loosely defined as ""being present in the moment"""	mindfulness
2023-09-27	0	FROM Z TO A	200	A football referee gets this animal-inspired nickname thanks to the standard black & white striped uniform	a zebra
2023-09-27	0	FROM Z TO A	400	You'd say this four-letter word while reciting the Greek alphabet, or, when greeting Michael Douglas' wife	zeta
2023-09-27	0	FROM Z TO A	600	In a classic 1986 Nintendo game, Link tries to rescue this title princess from Ganon	Zelda
2023-09-27	0	FROM Z TO A	800	Last name of the musician who had kids named Moon Unit, Dweezil, Ahmet & Diva	Zappa
2023-09-27	0	FROM Z TO A	1000	This fitness program began when an aerobics instructor swapped out his usual music with salsa & merengue songs	Zumba
2023-09-27	0	ASTRONOMY	0	Discovered in the '60s and '70s, Cygnus X-1 was the first of these light-trapping gravitational bodies to be identified	black holes
2023-02-02	0	IKE & PATTON	100	When George S. Patton took over a brigade that lacked supplies, he bought them himself from this company & Roebuck	Sears
